#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,Description,
363,CVE-2019-14584,476,,,2021-06-03,2021-06-11,4.6,None,Local,Low,Not required,Partial,Partial,Partial,Null pointer dereference in Tianocore EDK2 may allow an authenticated user to potentially enable escalation of privilege via local access.,
24,CVE-2021-29530,476,,Exec Code,2021-05-14,2021-05-20,4.6,None,Local,Low,Not required,Partial,Partial,Partial,TensorFlow is an end-to-end open source platform for machine learning. An attacker can trigger a null pointer dereference by providing an invalid `permutation` to `tf.raw_ops.SparseMatrixSparseCholesky`. This is because the implementation(https://github.com/tensorflow/tensorflow/blob/080f1d9e257589f78b3ffb75debf584168aa6062/tensorflow/core/kernels/sparse/sparse_cholesky_op.cc#L85-L86) fails to properly validate the input arguments. Although `ValidateInputs` is called and there are checks in the body of this function,
25,CVE-2021-29518,476,,,2021-05-14,2021-05-20,4.6,None,Local,Low,Not required,Partial,Partial,Partial,TensorFlow is an end-to-end open source platform for machine learning. In eager mode (default in TF 2.0 and later),
27,CVE-2021-29515,476,,,2021-05-14,2021-05-20,4.6,None,Local,Low,Not required,Partial,Partial,Partial,TensorFlow is an end-to-end open source platform for machine learning. The implementation of `MatrixDiag*` operations(https://github.com/tensorflow/tensorflow/blob/4c4f420e68f1cfaf8f4b6e8e3eb857e9e4c3ff33/tensorflow/core/kernels/linalg/matrix_diag_op.cc#L195-L197) does not validate that the tensor arguments are non-empty. The fix will be included in TensorFlow 2.5.0. We will also cherrypick this commit on TensorFlow 2.4.2,
18,CVE-2021-29592,476,,,2021-05-14,2021-05-19,4.6,None,Local,Low,Not required,Partial,Partial,Partial,TensorFlow is an end-to-end open source platform for machine learning. The fix for CVE-2020-15209(https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-15209) missed the case when the target shape of `Reshape` operator is given by the elements of a 1-D tensor. As such,
19,CVE-2021-29574,476,,,2021-05-14,2021-05-18,4.6,None,Local,Low,Not required,Partial,Partial,Partial,TensorFlow is an end-to-end open source platform for machine learning. The implementation of `tf.raw_ops.MaxPool3DGradGrad` exhibits undefined behavior by dereferencing null pointers backing attacker-supplied empty tensors. The implementation(https://github.com/tensorflow/tensorflow/blob/72fe792967e7fd25234342068806707bbc116618/tensorflow/core/kernels/pooling_ops_3d.cc#L679-L703) fails to validate that the 3 tensor inputs are not empty. If any of them is empty,
17,CVE-2021-29616,476,,,2021-05-14,2021-05-17,4.6,None,Local,Low,Not required,Partial,Partial,Partial,TensorFlow is an end-to-end open source platform for machine learning. The implementation of TrySimplify(https://github.com/tensorflow/tensorflow/blob/c22d88d6ff33031aa113e48aa3fc9aa74ed79595/tensorflow/core/grappler/optimizers/arithmetic_optimizer.cc#L390-L401) has undefined behavior due to dereferencing a null pointer in corner cases that result in optimizing a node with no inputs. The fix will be included in TensorFlow 2.5.0. We will also cherrypick this commit on TensorFlow 2.4.2,
28,CVE-2021-29513,476,,,2021-05-14,2021-05-17,4.6,None,Local,Low,Not required,Partial,Partial,Partial,TensorFlow is an end-to-end open source platform for machine learning. Calling TF operations with tensors of non-numeric types when the operations expect numeric tensors result in null pointer dereferences. The conversion from Python array to C++ array(https://github.com/tensorflow/tensorflow/blob/ff70c47a396ef1e3cb73c90513da4f5cb71bebba/tensorflow/python/lib/core/ndarray_tensor.cc#L113-L169) is vulnerable to a type confusion. The fix will be included in TensorFlow 2.5.0. We will also cherrypick this commit on TensorFlow 2.4.2,
228,CVE-2020-5966,476,,DoS,2020-06-25,2021-04-30,4.6,None,Local,Low,Not required,Partial,Partial,Partial,NVIDIA Windows GPU Display Driver,
186,CVE-2020-11286,476,,,2021-02-22,2021-02-26,4.6,None,Local,Low,Not required,Partial,Partial,Partial,An Untrusted Pointer Dereference can occur while doing USB control transfers,
1181,CVE-2016-5870,476,,DoS,2017-04-04,2020-07-31,4.6,None,Local,Low,Not required,Partial,Partial,Partial,The msm_ipc_router_close function in net/ipc_router/ipc_router_socket.c in the ipc_router component for the Linux kernel 3.x,
387,CVE-2019-12881,476,,DoS,2019-06-18,2020-06-29,4.6,None,Local,Low,Not required,Partial,Partial,Partial,i915_gem_userptr_get_pages in drivers/gpu/drm/i915/i915_gem_userptr.c in the Linux kernel 4.15.0 on Ubuntu 18.04.2 allows local users to cause a denial of service (NULL pointer dereference and BUG) or possibly have unspecified other impact via crafted ioctl calls to /dev/dri/card0.,
421,CVE-2019-11111,476,,,2019-11-14,2020-03-20,4.6,None,Local,Low,Not required,Partial,Partial,Partial,Pointer corruption in the Unified Shader Compiler in Intel(R) Graphics Drivers before 10.18.14.5074 (aka 15.36.x.5074) may allow an authenticated user to potentially enable escalation of privilege via local access.,
721,CVE-2018-7525,476,,,2018-03-21,2019-10-09,4.6,None,Local,Low,Not required,Partial,Partial,Partial,In Omron CX-Supervisor Versions 3.30 and prior,
505,CVE-2019-2264,476,,,2019-07-22,2019-07-24,4.6,None,Local,Low,Not required,Partial,Partial,Partial,Null pointer dereference occurs for channel context while opening glink channel in Snapdragon Auto,
1040,CVE-2017-6178,476,,#NAME?,2017-03-20,2019-03-13,4.6,None,Local,Low,Not required,Partial,Partial,Partial,The IofCallDriver function in USBPcap 1.1.0.0 allows local users to gain privileges via a crafted 0x00090028 IOCTL call,
765,CVE-2018-3570,476,,,2018-07-06,2018-08-27,4.6,None,Local,Low,Not required,Partial,Partial,Partial,In the cpuidle driver in all Android releases(Android for MSM,
857,CVE-2017-15846,476,,,2018-03-30,2018-04-24,4.6,None,Local,Low,Not required,Partial,Partial,Partial,In the video_ioctl2() function in the camera driver in Android for MSM,
973,CVE-2017-9692,476,,,2018-03-30,2018-04-23,4.6,None,Local,Low,Not required,Partial,Partial,Partial,When an atomic commit is issued on a writeback panel with a NULL output_layer parameter in Android for MSM,
1209,CVE-2016-3070,476,,DoS,2016-08-06,2018-01-05,4.6,None,Local,Low,Not required,Partial,Partial,Partial,The trace_writeback_dirty_page implementation in include/trace/events/writeback.h in the Linux kernel before 4.4 improperly interacts with mm/migrate.c,
837,CVE-2017-17050,476,,DoS,2017-11-29,2017-12-15,4.6,None,Local,Low,Not required,Partial,Partial,Partial,TG Soft Vir.IT eXplorer Lite 8.5.42 allows local users to cause a denial of service (NULL pointer dereference) or possibly have unspecified other impact via a NULL value in a 0x82730020 DeviceIoControl request to \\.\Viragtlt.,
838,CVE-2017-17049,476,,DoS,2017-11-29,2017-12-15,4.6,None,Local,Low,Not required,Partial,Partial,Partial,TG Soft Vir.IT eXplorer Lite 8.5.42 allows local users to cause a denial of service (NULL pointer dereference) or possibly have unspecified other impact via a NULL value in a 0x82730010 DeviceIoControl request to \\.\Viragtlt.,
839,CVE-2017-16948,476,,DoS,2017-11-26,2017-12-15,4.6,None,Local,Low,Not required,Partial,Partial,Partial,TG Soft Vir.IT eXplorer Lite 8.5.42 allows local users to cause a denial of service (NULL pointer dereference) or possibly have unspecified other impact via a NULL value in a 0x82730008 DeviceIoControl request to \\.\Viragtlt.,
1169,CVE-2016-7080,476,,DoS +Priv,2016-12-29,2017-07-30,4.6,None,Local,Low,Not required,Partial,Partial,Partial,The graphic acceleration functions in VMware Tools 9.x and 10.x before 10.0.9 on OS X allow local users to gain privileges or cause a denial of service (NULL pointer dereference) via unspecified vectors,
1170,CVE-2016-7079,476,,DoS +Priv,2016-12-29,2017-07-30,4.6,None,Local,Low,Not required,Partial,Partial,Partial,The graphic acceleration functions in VMware Tools 9.x and 10.x before 10.0.9 on OS X allow local users to gain privileges or cause a denial of service (NULL pointer dereference) via unspecified vectors,
1200,CVE-2016-4678,476,,DoS +Priv,2017-02-20,2017-07-29,4.6,None,Local,Low,Not required,Partial,Partial,Partial,"An issue was discovered in certain Apple products. macOS before 10.12.1 is affected. The issue involves the ""AppleSMC"" component. It allows local users to gain privileges or cause a denial of service (NULL pointer dereference) via unspecified vectors.",
1330,CVE-2011-1771,476,,DoS,2011-09-06,2020-07-27,4.4,None,Local,Medium,Not required,Partial,Partial,Partial,The cifs_close function in fs/cifs/file.c in the Linux kernel before 2.6.39 allows local users to cause a denial of service (NULL pointer dereference and BUG) or possibly have unspecified other impact by setting the O_DIRECT flag during an attempt to open a file on a CIFS filesystem.,
121,CVE-2020-24421,476,,,2020-10-21,2021-06-28,4.3,None,Remote,Medium,Not required,None,None,Partial,Adobe InDesign version 15.1.2 (and earlier) is affected by a NULL pointer dereference bug that occurs when handling a malformed .indd file. The impact is limited to causing a denial-of-service of the client application. User interaction is required to exploit this issue.,
61,CVE-2021-3537,476,,,2021-05-14,2021-06-25,4.3,None,Remote,Medium,Not required,None,None,Partial,A vulnerability found in libxml2 in versions before 2.9.11 shows that it did not propagate errors while parsing XML mixed content,
118,CVE-2020-25467,476,,DoS,2021-06-10,2021-06-21,4.3,None,Remote,Medium,Not required,None,None,Partial,A null pointer dereference was discovered lzo_decompress_buf in stream.c in Irzip 0.621 which allows an attacker to cause a denial of service (DOS) via a crafted compressed file.,
39,CVE-2021-27345,476,,DoS,2021-06-10,2021-06-17,4.3,None,Remote,Medium,Not required,None,None,Partial,A null pointer dereference was discovered in ucompthread in stream.c in Irzip 0.631 which allows attackers to cause a denial of service (DOS) via a crafted compressed file.,
67,CVE-2021-3449,476,,DoS,2021-03-25,2021-06-17,4.3,None,Remote,Medium,Not required,None,None,Partial,An OpenSSL TLS server may crash if sent a maliciously crafted renegotiation ClientHello message from a client. If a TLSv1.2 renegotiation ClientHello omits the signature_algorithms extension (where it was present in the initial ClientHello),
1301,CVE-2014-0190,476,,DoS,2014-05-08,2021-06-16,4.3,None,Remote,Medium,Not required,None,None,Partial,The GIF decoder in QtGui in Qt before 5.3 allows remote attackers to cause a denial of service (NULL pointer dereference) via invalid width and height values in a GIF image.,
244,CVE-2020-1971,476,,DoS,2020-12-08,2021-06-14,4.3,None,Remote,Medium,Not required,None,None,Partial,The X.509 GeneralName type is a generic type for representing different types of names. One of those name types is known as EDIPartyName. OpenSSL provides a function GENERAL_NAME_cmp which compares different instances of a GENERAL_NAME to see if they are equal or not. This function behaves incorrectly when both GENERAL_NAMEs contain an EDIPARTYNAME. A NULL pointer dereference and a crash may occur leading to a possible denial of service attack. OpenSSL itself uses the GENERAL_NAME_cmp function for two purposes: 1) Comparing CRL distribution point names between an available CRL and a CRL distribution point embedded in an X509 certificate 2) When verifying that a timestamp response token signer matches the timestamp authority name (exposed via the API functions TS_RESP_verify_response and TS_RESP_verify_token) If an attacker can control both items being compared then that attacker could trigger a crash. For example if the attacker can trick a client or server into checking a malicious certificate against a malicious CRL then this may occur. Note that some applications automatically download CRLs based on a URL embedded in a certificate. This checking happens prior to the signatures on the certificate and CRL being verified. OpenSSL's s_server,
770,CVE-2018-1302,476,,,2018-03-26,2021-06-06,4.3,None,Remote,Medium,Not required,None,None,Partial,When an HTTP/2 stream was destroyed after being handled,
42,CVE-2021-27029,476,,DoS,2021-04-19,2021-06-02,4.3,None,Remote,Medium,Not required,None,None,Partial,The user may be tricked into opening a malicious FBX file which may exploit a Null Pointer Dereference vulnerability in FBX's Review causing the application to crash leading to a denial of service.,
38,CVE-2021-27815,476,,DoS,2021-04-14,2021-05-21,4.3,None,Remote,Medium,Not required,None,None,Partial,NULL Pointer Deference in the exif command line tool,
129,CVE-2020-21835,476,,,2021-05-17,2021-05-21,4.3,None,Remote,Medium,Not required,None,None,Partial,A null pointer deference issue exists in GNU LibreDWG 0.10 via read_2004_compressed_section ../../src/decode.c:2337.,
130,CVE-2020-21817,476,,DoS,2021-05-17,2021-05-21,4.3,None,Remote,Medium,Not required,None,None,Partial,A null pointer dereference issue exists in GNU LibreDWG 0.10.2641 via htmlescape ../../programs/escape.c:29. which causes a denial of service (application crash).,
131,CVE-2020-21815,476,,DoS,2021-05-17,2021-05-21,4.3,None,Remote,Medium,Not required,None,None,Partial,A null pointer deference issue exists in GNU LibreDWG 0.10.2641 via output_TEXT ../../programs/dwg2SVG.c:114,
699,CVE-2018-10196,476,,DoS,2018-05-30,2021-05-13,4.3,None,Remote,Medium,Not required,None,None,Partial,NULL pointer dereference vulnerability in the rebuild_vlists function in lib/dotgen/conc.c in the dotgen library in Graphviz 2.40.1 allows remote attackers to cause a denial of service (application crash) via a crafted file.,
137,CVE-2020-17525,476,,,2021-03-17,2021-05-04,4.3,None,Remote,Medium,Not required,None,None,Partial,Subversion's mod_authz_svn module will crash if the server is using in-repository authz rules with the AuthzSVNReposRelativeAccessFile option and a client sends a request for a non-existing repository URL. This can lead to disruption for users of the service. This issue was fixed in mod_dav_svn+mod_authz_svn servers 1.14.1 and mod_dav_svn+mod_authz_svn servers 1.10.7,
12,CVE-2021-30219,476,,,2021-04-29,2021-05-03,4.3,None,Remote,Medium,Not required,None,None,Partial,samurai 1.2 has a NULL pointer dereference in printstatus() function in build.c via a crafted build file.,
13,CVE-2021-30218,476,,,2021-04-29,2021-05-03,4.3,None,Remote,Medium,Not required,None,None,Partial,samurai 1.2 has a NULL pointer dereference in writefile() in util.c via a crafted build file.,
615,CVE-2018-16749,476,,DoS,2018-09-09,2021-04-28,4.3,None,Remote,Medium,Not required,None,None,Partial,In ImageMagick 7.0.7-29 and earlier,
785,CVE-2017-1000445,476,,DoS,2018-01-02,2021-04-28,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick 7.0.7-1 and older version are vulnerable to null pointer dereference in the MagickCore component and might lead to denial of service,
914,CVE-2017-13768,476,,DoS,2017-08-30,2021-04-28,4.3,None,Remote,Medium,Not required,None,None,Partial,Null Pointer Dereference in the IdentifyImage function in MagickCore/identify.c in ImageMagick through 7.0.6-10 allows an attacker to perform denial of service by sending a crafted image file.,
