#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,Description,,,,
766,CVE-2018-13469,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for IcoContract,,,,
767,CVE-2018-13468,190,,Overflow,2018-07-09,2018-08-28,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Cavecoin,,,,
768,CVE-2018-13467,190,,Overflow,2018-07-09,2020-07-16,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for EpiphanyCoin,,,,
769,CVE-2018-13466,190,,Overflow,2018-07-09,2018-08-28,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Crystals,,,,
770,CVE-2018-13465,190,,Overflow,2018-07-09,2018-08-28,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for PaulyCoin,,,,
771,CVE-2018-13464,190,,Overflow,2018-07-09,2018-08-28,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for t_swap,,,,
772,CVE-2018-13463,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for T-Swap-Token (T-S-T),,,,
773,CVE-2018-13462,190,,Overflow,2018-07-09,2018-08-28,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for MoonToken,,,,
774,CVE-2018-13406,190,,Overflow,2018-07-06,2019-03-27,7.2,None,Local,Low,Not required,Complete,Complete,Complete,An integer overflow in the uvesafb_setcmap function in drivers/video/fbdev/uvesafb.c in the Linux kernel before 4.17.4 could result in local attackers being able to crash the kernel or potentially elevate privileges because kmalloc_array is not used.,,,,
775,CVE-2018-13347,190,,,2018-07-06,2020-07-31,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,mpatch.c in Mercurial before 4.6.1 mishandles integer addition and subtraction,,,,
776,CVE-2018-13328,190,,Overflow,2018-07-05,2020-02-24,5,None,Remote,Low,Not required,None,Partial,None,The transfer,,,,
777,CVE-2018-13327,190,,Overflow,2018-07-05,2018-08-24,5,None,Remote,Low,Not required,None,Partial,None,The transfer and transferFrom functions of a smart contract implementation for ChuCunLingAIGO (CCLAG),,,,
778,CVE-2018-13326,190,,Overflow,2018-07-05,2018-08-24,5,None,Remote,Low,Not required,None,Partial,None,The transfer and transferFrom functions of a smart contract implementation for Bittelux (BTX),,,,
779,CVE-2018-13325,190,,Overflow,2018-07-05,2018-09-05,5,None,Remote,Low,Not required,None,Partial,None,The _sell function of a smart contract implementation for GROWCHAIN (GROW),,,,
780,CVE-2018-13233,190,,Overflow,2018-07-05,2018-08-23,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for GSI,,,,
781,CVE-2018-13232,190,,Overflow,2018-07-05,2018-08-23,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for ENTER (ENTR) (Contract Name: EnterCoin),,,,
782,CVE-2018-13231,190,,Overflow,2018-07-05,2018-08-23,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for ENTER (ENTR) (Contract Name: EnterToken),,,,
783,CVE-2018-13230,190,,Overflow,2018-07-05,2018-08-23,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for DestiNeed (DSN),,,,
784,CVE-2018-13229,190,,Overflow,2018-07-05,2018-08-23,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for RiptideCoin (RIPT),,,,
785,CVE-2018-13228,190,,Overflow,2018-07-05,2018-08-23,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for Crowdnext (CNX),,,,
786,CVE-2018-13227,190,,Overflow,2018-07-05,2018-08-23,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for MoneyChainNet (MCN),,,,
787,CVE-2018-13226,190,,Overflow,2018-07-05,2019-04-08,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for YLCToken,,,,
788,CVE-2018-13225,190,,Overflow,2018-07-05,2018-08-23,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for MyYLC,,,,
789,CVE-2018-13224,190,,Overflow,2018-07-05,2018-08-27,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for Virtual Energy Units (VEU) (Contract Name: VEU_TokenERC20),,,,
790,CVE-2018-13223,190,,Overflow,2018-07-05,2018-09-02,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for R Time Token v3 (RS) (Contract Name: RTokenMain),,,,
791,CVE-2018-13222,190,,Overflow,2018-07-05,2018-08-27,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for ObjectToken (OBJ),,,,
792,CVE-2018-13221,190,,Overflow,2018-07-05,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for Extreme Coin (XT) (Contract Name: ExtremeToken),,,,
793,CVE-2018-13220,190,,Overflow,2018-07-05,2018-08-24,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for MAVCash,,,,
794,CVE-2018-13219,190,,Overflow,2018-07-05,2018-08-24,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for YourCoin (ICO) (Contract Name: ETH033),,,,
795,CVE-2018-13218,190,,Overflow,2018-07-05,2018-08-27,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for ICO Dollar (ICOD),,,,
796,CVE-2018-13217,190,,Overflow,2018-07-05,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for CoinToken,,,,
797,CVE-2018-13216,190,,Overflow,2018-07-05,2018-08-27,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for GreenMed (GRMD),,,,
798,CVE-2018-13215,190,,Overflow,2018-07-05,2018-08-24,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for Sample Token (STK) (Contract Name: cashBackMintable),,,,
799,CVE-2018-13214,190,,Overflow,2018-07-05,2018-08-24,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for GMile,,,,
800,CVE-2018-13213,190,,Overflow,2018-07-05,2018-08-24,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for TravelCoin (TRV),,,,
801,CVE-2018-13212,190,,Overflow,2018-07-05,2018-08-24,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for EthereumLegit,,,,
802,CVE-2018-13211,190,,Overflow,2018-07-05,2020-02-18,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for MyToken,,,,
803,CVE-2018-13210,190,,Overflow,2018-07-05,2018-08-27,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for Providence Crypto Casino (PVE) (Contract Name: ProvidenceCasinoToken),,,,
804,CVE-2018-13209,190,,Overflow,2018-07-05,2018-08-27,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for Nectar (NCTR),,,,
805,CVE-2018-13208,190,,Overflow,2018-07-05,2018-08-24,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for MoneyTree (TREE),,,,
806,CVE-2018-13207,190,,Overflow,2018-07-05,2018-08-24,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for PornCoin (PRNC),,,,
807,CVE-2018-13206,190,,Overflow,2018-07-05,2018-08-24,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for ProvidenceCasino (PVE),,,,
808,CVE-2018-13205,190,,Overflow,2018-07-05,2018-08-24,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for ohni_2 (OHNI),,,,
809,CVE-2018-13204,190,,Overflow,2018-07-05,2018-08-24,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for ETHERCASH (ETC),,,,
810,CVE-2018-13203,190,,Overflow,2018-07-05,2019-11-12,5,None,Remote,Low,Not required,None,Partial,None,The sellBuyerTokens function of a smart contract implementation for SwapToken,,,,
811,CVE-2018-13202,190,,Overflow,2018-07-05,2018-08-24,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for MyBO,,,,
812,CVE-2018-13201,190,,Overflow,2018-07-05,2018-08-24,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for TiTok - Ticket Token (Contract Name: MyAdvancedToken7),,,,
813,CVE-2018-13200,190,,Overflow,2018-07-05,2018-08-24,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for DateMe (DMX) (Contract Name: ProgressiveToken),,,,
814,CVE-2018-13199,190,,Overflow,2018-07-05,2018-08-24,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for ETHEREUMBLACK (ETCBK),,,,
815,CVE-2018-13198,190,,Overflow,2018-07-05,2018-08-24,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for STeX Exchange ICO (STE),,,,
816,CVE-2018-13197,190,,Overflow,2018-07-05,2018-08-24,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for Welfare Token Fund (WTF),,,,
817,CVE-2018-13196,190,,Overflow,2018-07-05,2018-08-24,5,None,Remote,Low,Not required,None,Partial,None,The sell function of a smart contract implementation for T-Swap-Token (T-S-T),,,,
818,CVE-2018-13195,190,,Overflow,2018-07-05,2019-10-07,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Cranoo (CRN),,,,
819,CVE-2018-13194,190,,Overflow,2018-07-05,2019-10-07,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for TongTong Coin (TTCoin),,,,
820,CVE-2018-13193,190,,Overflow,2018-07-05,2018-08-15,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for hentaisolo (HAO),,,,
821,CVE-2018-13192,190,,Overflow,2018-07-05,2018-08-15,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Jobscoin (JOB),,,,
822,CVE-2018-13191,190,,Overflow,2018-07-05,2019-10-03,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Super Carbon Coin (SCC),,,,
823,CVE-2018-13190,190,,Overflow,2018-07-05,2018-08-15,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for DVChain,,,,
824,CVE-2018-13189,190,,Overflow,2018-07-05,2018-08-15,5,None,Remote,Low,Not required,None,Partial,None,The mint function of a smart contract implementation for Unolabo (UNLB),,,,
825,CVE-2018-13188,190,,Overflow,2018-07-05,2018-08-15,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for MyBO,,,,
826,CVE-2018-13187,190,,Overflow,2018-07-05,2019-10-03,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for CIBN Live Token (CIBN LIVE),,,,
827,CVE-2018-13186,190,,Overflow,2018-07-05,2018-08-15,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for MMTCoin (MMT),,,,
828,CVE-2018-13185,190,,Overflow,2018-07-05,2018-08-15,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for appcoins (APPC),,,,
829,CVE-2018-13184,190,,Overflow,2018-07-05,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for TravelZedi Token (ZEDI),,,,
830,CVE-2018-13183,190,,Overflow,2018-07-05,2019-10-07,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for JWC,,,,
831,CVE-2018-13182,190,,Overflow,2018-07-05,2018-08-15,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for loncoin (LON),,,,
832,CVE-2018-13181,190,,Overflow,2018-07-05,2019-10-07,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Troo,,,,
833,CVE-2018-13180,190,,Overflow,2018-07-05,2019-10-07,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for IMM Coin (IMC),,,,
834,CVE-2018-13179,190,,Overflow,2018-07-05,2019-10-07,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Air-Contact Token (AIR),,,,
835,CVE-2018-13178,190,,Overflow,2018-07-05,2019-10-03,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for ECToints (ECT) (Contract Name: ECPoints),,,,
836,CVE-2018-13177,190,,Overflow,2018-07-05,2019-10-07,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for MiningRigRentals Token (MRR),,,,
837,CVE-2018-13176,190,,Overflow,2018-07-05,2019-10-07,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Trust Zen Token (ZEN),,,,
838,CVE-2018-13175,190,,Overflow,2018-07-05,2018-08-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for AIChain,,,,
839,CVE-2018-13174,190,,Overflow,2018-07-05,2018-08-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for CryptoABS (ABS),,,,
840,CVE-2018-13173,190,,Overflow,2018-07-05,2018-08-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for EliteShipperToken (ESHIP),,,,
841,CVE-2018-13172,190,,Overflow,2018-07-05,2018-08-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for bzxcoin (BZX),,,,
842,CVE-2018-13171,190,,Overflow,2018-07-05,2018-08-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for LadaToken (LDT),,,,
843,CVE-2018-13170,190,,Overflow,2018-07-05,2019-10-07,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Snoqualmie Coin (SNOW),,,,
844,CVE-2018-13169,190,,Overflow,2018-07-05,2019-10-07,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Ethereum Cash Pro (ECP),,,,
845,CVE-2018-13168,190,,Overflow,2018-07-05,2018-08-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Yu Gi Oh (YGO) (Contract Name: NetkillerBatchToken),,,,
